name,international
Keta Municipal Hospital,f
Kevin's Community Center,f
KEX Kids Fund,f
Keystone Accountability,f
Keystone Diabetic Kids Camp,f
Kgetsi Ya Tsie (KYT),f
Khanh Hoa Provincial Hospital,f
Kharberd Orphanage,f
Kharkiv rehabilitation centre 'Pravo vibora',f
Khawla Bint Al Azwar Society in Zarqa,f
Khmer Community Development Association (KCDA),f
Khmer Cultural Development Institute,f
Khmer Youth and Social Development,f
Khovd Regional Diagnostic & Treatment Ctr,f
KHYBER EYE FOUNDATION,f
Kibaigwa Financial Services Savings and Credit Cooperative Society Limited,f
Kibera Community Communication Network,f
Kibera Sport Development Programme,f
Kiboga District Farmers Association (KDFA),f
Kiboko Water Resource Users Association,f
Kid & Family,f
Kids4Kenya,t
Kids Around The World,t
Kidsave International,t
Kids Come First,f
"K.I.D.S./Fashion Delivers, Inc.",f
Kids for Kids,t
Kids in Need of Defense (KIND),t
Kids International Ministries,t
Kids Living Brave,t
Kids TLC,t
Kidzcan Children's Cancer Relief,f
Kidz Konnect 4 Jesus,t
Kiej de los Bosques,f
Kijabe Medical Center,f
Kikandwa Environmental Association,f
Kikuyu Orthopaedic Center,f
Kikyusa Integrated Development Organization (KIDO),f
Kilimanjaro Centre for Community Ophthalmology (KCCO),t
KIMAS,t
Kimetrica,t
Kimira-Oluch Farmers Development Group (KOFDEG),f
Kim Long Charity Clinic,f
Kimse Yok Mu,t
Kindernothilfe (KNH),t
Kingdom Care Medical Center,f
King FAsial Hospital,f
King's Health Partners,t
Kings Hospital,f
Kingsway Charities,t
Kinross Gold Corporation,f
KIPPAS (Kajian Informasi Pendidikan dan Penerbitan Sumatera),f
Kiruhura District Local Council,f
Kiryandongo FM,f
Kisiizi Hospital,f
Kislay,f
Kissy Community Hospital,f
Kitale District Hospital,f
KITOVU MOBILE AIDS ORGANIZATION,f
Kituo Cha Sheria,f
Kiva,t
KJUB Puspeta Luwu,f
Klinik Manitane,f
Knock Foundation,t
Knowledge Channel Foundation Inc.,f
Knowledge for Children,f
Knox County Health Clinic,f
Kokua Kalihi Valley,f
Kolektif Jistis Min,f
Komar Rikereay (KMR),f
Komfo Anokye Teaching Hospital,f
Komisyon Fanm Viktim pou Viktim (KOFAVIV),f
Konbit Fanm SAJ,t
Konbit Peyizan Grandans (KPGA),f
Konbit Pou Ayiti,f
Konbit Sante Cap-Haitien Health Partnership,f
Kondo Jigima,f
Konsey Nasyonal Finansman Popile (KNFP),f
KonTerra Group,t
Kootenai Tribal Clinic,f
Korea Hope Foundation,t
"Korean Community Services, Inc.",f
Korean Kids and Orphanage Outreach Mission,t
Korle Bu Teaching Hospital,f
Koshish- Dhanusha,f
Kosovo Glocal,f
Kouraj Pou Pwo Dwa Moun an Ayiti,f
KPI,f
KPT & Karwan-e-Hayat,f
Kraft Foods,t
Kranti,f
KREP Development Agency,f
Kretyen Progre Ansanm (KPA),f
Krishi Avam Paristhitiki Vikas Sansthan (KRAPAVIS),f
Kudvumisa Foundation USA Inc,t
Kumudini Welfare Trust of Bengal BD LTD Kumudini Hospital,f
Kupona Foundation,t
Kurdistan Save the Children (KSC),f
Kurdistan United Workers Union (KUWU),f
Kwataniza Women Farmers Group,f
Kyagalanyi Coffee Ltd.,t
Kyanja Health Center,f
KYEEMA Foundation,f
Kyoto University,f
La Asociacion de Comunidades Unidas de UsulutÃ¡n (COMUS),f
Labasa Hospital,f
LABENA Organization Kadugli - SKS,t
Labor and Economic Development Research Institute of Zimbabwe (LEDRIZ),f
La Casa Family Health Center,f
Lackey Clinic,f
La Clinica Cristiana,f
"La Clinica Del Pueblo, Inc.",f
La Comision de Salud Mental de Ayac,f
Ladies' Turn,f
Lady Reading Hospital,f
La Esperanza Clinic Health and Dental Centers,f
Lafayette Community Health Care Clinic,f
Lafayette Hospital,f
La Federation des Associations Francophones de Veterinaires pour Animaux de Compagnie (FAFVAC),t
LA Gay and Lesbian Center,f
La General Hospital,f
Laguna Beach Community Clinic,f
La Isla Foundation,t
Lake Albert Children Women Advocacy and Development Organization,f
Lake Area Free Clinic,f
Lake County Free Clinic,f
Lake County Primary Care,f
Lake County Public Health,f
Lake Superior Community Health Center,f
La Loma Luz Adventist Hospital,f
"La Maestra Family Clinic, Inc.",f
La Mascota,f
L' Ambassade de l'Ordre Souverain,f
Lambda Association,f
Lambi Fund of Haiti,t
Lamont Community Health Center,f
Lamp for Haiti Health Center,f
Lanai Community Health Center,f
LandCare Philippines Foundation,f
Land O'Lakes,t
Land O'Lakes International Development,t
Langley Health Services,f
Language Development Centre - Nepal,f
Lao Chapter of the American Chamber of Commerce (AMCHAM),f
Lao Disabled People's Association,f
Lao Friends Hospital for Children,f
La Pleiade School,f
La Reserva Forest Foundation,f
Las Islas Medical Group,f
"Las Lomas K9 Rescue & Adoption Foundation, Inc.",f
Las Manos de Christine,f
Las Rosales Presbyterian Church,f
Last Mile Health,t
L'Athletique d'Haiti (LADH),f
"Latin American Relief Network, Inc.",t
Latin American Youth Center,f
Lavain Des Femme (LDF),f
La Via Campesina,f
Lawndale Christian Health Center,f
Lawrence Memorial Hospital,t
Lawrenceville First United Methodist Church,t
Lawton Community Health Center,f
Lawyers Against Abuse,f
Lay Armachio education office,f
Lay Volunteers International association (LVIA),f
Lazarus Project,t
L.Bontemps,f
LC1s: refers to first level of government appointed community leaders,f
Leadership Initiatives,t
Leadership Institute for Transformation and Social Change Advocacy.com,f
LEAD Global/Don Osman,t
LEAD Pakistan,f
Lead Us Today,f
L.E.A.P AFRICA LTD/GTE,f
Learning for a Sustainable Future,t
Learning Links Foundation,f
Leavenworth Rotary #1621,t
Lebanese Agricultural Research Institute (LAR),f
Lebanese Council to Resist Violance Against Women (LECORVAW),f
Lebanon Valley Volunteers in Medicine,f
Leben und Lernen in Kenia e.V.,t
L'Ecole de Choix,f
Lee County Volunteers in Medicine,f
Leflore County Health Center,f
L'Eglise Reforme Hospital,f
Leishiphung Christian Hospital,f
Lekorice o.s.,f
Leland Medical Clinic,f
Leling elderly social work service center,f
Lembaga Peduli Sejahtera dan Lestari (PELITA) [Organization for Prosperous and Sustainable Care],f
Lembaga Pengembangan Sumber Daya Mitra (LPSDM) [Institute for Resource Development Partners],f
Lembaga Studi Pengkajian Lingkungan (LESPEL) [Institute for Environmental Assessment Study],f
Lending for Evanston and Northwestern Development,f
Lenin Hospital General Universitario,f
Leonarda's Home of Hope Inc.,t
Leonard Kamungu Theological College,t
Leon Becerra Children's Hospital,f
Les amis de Hampate Ba,t
Lesbian Health Initiative (LHI),f
LeSEA Global Feed the Hungry,t
Lesotho Ministry of Health,f
Lethem Hospital,f
Let's Be Ready,t
Let Us Grow Organization,f
LetzDream Foundation,f
LGBT Voice of Tanzania,f
Liaison Capital Hill DC,f
Liberia Ministry of Health and Social Welfare,f
Liberian Agricultural Company,f
Liberian Rural Women Association,f
Liberia Women Empowerment Network,f
Liberty Chapel Church,t
Liberty Christian Center,t
Liechtenstein Development Services,t
Life Bloom Services International-LBSI.,f
LIFE ElderCare,f
Lifeline Christian Mission,t
Lifeline Energy,t
Lifeline Ministries,f
Lifelong Medical Care,f
Lifesaver USA,t
Liga Nacional contra el Cancer,f
"Light Association of Liberia, Inc.",f
Lighthouse Medical Ministries,f
Light of Life Trust,f
Light of the Buddha Dharma Foundation,f
LIGUE IVOIRIENNE DES DROITS DE L'HOMME,f
Ligue Nationale des associations Autochtones Pygmees du Congo,f
Ligue pour la Solidarite Congolaise,f
LILAK - Purple Actions for Indigenous Women's Rights,f
Lily's Place,t
Limitless Horizons Ixil,f
Limmud International,t
Limye Lavi,f
LIN Center for Community Development,f
Linden Hospital Complex,f
Linked by Pink,f
"L'Institut pour la Sante et le DevelopmentÂ (ISED, University of Dakar)",f
Lions Camp Merrick,f
Lions Club,f
Lions SightFirst Eye Hospital,f
Lira Regional Referral Hospital,f
Listen and Talk,f
Literacy India,f
Little by Little,t
"Little Kids Rock, Inc.",f
Little Sisters of the Poor,t
Liverpool Associates in Tropical Health (LATH),t
Liverpool Care and Treatment (LVCT),f
Living Beyond Breast Cancer,f
Living Hope Nazarene Church,t
Livingstonia Hospital,f
Living Water Uganda,f
Lloyd F. Moss Free Clinic,f
Lockhart Family Practice,f
Logistics Management Institute,t
Lohardaga Gram Swarajya Sansthan (LGSS),f
Lokadrusti,f
Lok Nayak Hospital,f
Loma Linda University,t
London Mining,t
London School of Hygiene and Tropical Medicine (LSHTM),f
Londoo Looloo,f
Lone Star Community Health Center,f
"Long Way Home, Inc.",t
Look Development,t
Lorain County Free Clinic,f
Lord of Life Lutheran Church,t
l'Organisation Catholique pour le Developpement Economique et Social (OCADES),f
Los Angeles Christian Health,f
Los Angeles Urban League,f
Los Barrios Unidos Community Clinic,f
Losiatynske Molochne Dzherelo agricultural service cooperative,f
Los Lagos de Colores S. de S.S.,f
Los Medicos Voladores,t
Lotus Outreach,t
Loudoun Free Clinic,f
Louisiana State University,t
Love a Child,t
LOVE FOR LIFE FOUNDATION OF PHILIPPINE AMERICAN PHYSICIANS IN AMERICA,t
Love In Action (LIA-E),f
Loveland Community Health Center Sunrise Community Health,f
Lovers of the Holy Cross,f
Love Story Foundation,f
Love to Langa,t
Loyola Foundation,t
Luba Hosp,f
Lugansk Childrens Hosp,f
LUHUNDWA Savings and Credit Cooperative Society (SACCOS),f
Lukashin agricultural association NGO,f
Luling Community Health Center,f
LUMUMA Ward Savings and Credit Cooperative Society (SACCOS),f
Lundazi District Hospital,f
LUNDU Centro de Estudios y Promocion Afroperuanos,f
LuoYang Child Welfare Institute and Civil Afairs,f
Lutheran Medical Services,f
Lutheran Mobile Clinic,f
Lux Dialysis Clinic,f
L'viv Regional Dermatologic Dispensary,f
L.V. Prasad Eye Institute,f
Lwala Hospital,f
Lynchburg Family Medical Center,t
Lynn Sage Foundation,f
Maasai Girls Education Fund,t
"MAAWS For Global Welfare, Inc.",t
Maaynei Hayeshua Hospital,f
MACC Development,f
Macedonia Ministry,f
Macedonia New Life Church,t
Macon Volunteer Clinic,f
Madhar Nala Thondu Niruvanam (MNTN),f
Madison County,f
Madison County Community Health Centers,f
Madison Metropolitan School District,f
Madonna Hospital,f
MADRE,t
Mae E. Davis Free Medical Clinic,f
Maersk,t
Mae Tao Clinic,f
Magburaka Government Hospital,f
Magen David Adom,f
MAGIC BUS USA,t
Magnolia Family Health Center,f
Mahaicony Diagnostic Center,f
Maharashtra Arogya Mandal,f
Mahavir Kmina Artificial Limb Center,f
"Mahintana Foundation, Inc. (MFI)",f
Mahoset Hospital in Vientiane,f
Maina Soko Military Hospital,f
Maison de la Gare,f
Maison des Mines du Kivu,f
Maiti Nepal,f
Maitri India,f
"(MAIZ) AsesorÃ­a y Servicios Rurales, A.C.",f
Majesty Care Clinic,f
MAKAIA,f
Make A Difference,f
Make-A-Wish Foundation of Oregon,f
Makerere University,f
Makerere University Joints AIDS Program (MJAP),f
Makhzoumi Foundation,f
Makindu Children's Program,t
Makindu Self Help Group,f
Making Cents International,t
Makouti Agro Enterprise,f
Malabo Regional Hospital,f
Malakal Hospital,f
Malaria Consortium,t
Malawi Enterprise Zones Association,f
Mali Health Organizing Project,t
MamAfrica,t
Mammadu Trust,f
Manavya,f
Mann Deshi Foundation,f
Maranatha Care Children,t
Maria's Children Art Center,f
Maria's Libraries,t
Mary Open Doors,f
Massachusetts Bicycle Coalition,f
Matan-Investing in the Community,f
Mathari's Children Fund,t
Matushree Parsanba Charitable Trust,f
Mavi Kalem Associaiton,f
Mayama A.C.,f
Mayanja Memorial Hospital Foundation,f
MayaWorks,t
Meals on Wheels People,f
Medic Mobile,t
MedPLUS Connect,t
MEDRIX,t
Melel Xojobal A.C.,f
MelJol,f
Memorial Sloan-Kettering Cancer Center,f
Mencia Foundation,t
Mensajeros de la Paz,t
Mercy & Sharing,t
Mesoamerican Reef Fund (MAR Fund),f
Mickaboo Companion Bird Rescue,f
Middle East Children's Alliance,t
Mi Esperanza (The Women of My Hope),t
MIKE Program,f
Milaan Be the Change(NGO),f
"Mil Milagros, Inc.",t
MIND Foundation,f
miraclefeet,t
Mi Sangre Foundation,f
Mission Bambini,t
Missionvale Care Centre,f
Mleci asbl,f
MOHAN ( Multi Organ Harvesting Aid network ) FOUNDATION,f
Monarch Butterfly Fund,t
Mooji Sangha,t
More Than Me,t
Mortel Family Charitable Foundation,t
Mothering Across Continents,t
mothers2mothers,f
Mother's Heart,f
Mothers' Union,f
Mount Kenya Christian Community Services (ACK/MKCCS),f
Move For Hunger,f
Movement for Solidarity and Peace in Pakistan,t
Movimento de Saude Mental Comunitaria do Bom Jardi,f
"Mozambikes Social Development, Inc.",t
Mpambara Cox Foundation,t
Mr. Holland's Opus Foundation,f
MuJER,t
Mumbai Mobile Creches,f
Musical Youth Foundation,f
My Arms Wide Open,t
My Choices,t
My name is Kumar Foundation,t
Mzesa Day Care Center,f
NACC,f
Namibia Nature Foundation,t
NAPE Foundation,t
"Nascent Solutions, Inc",t
NATCCO (National Confederation of Cooperatives),f
National Alliance for Volunteer Action,f
National Domestic Workers' Welfare Trust,f
National Empowerment Program for Women and Children,f
National Foundation for Advancement in the Arts,f
National Hemophilia Foundation,f
Nationalities Service Center,f
National Military Family Association,f
National Organization of Concerned Black Men,f
National Wildlife Federation,f
Native American Advancement Foundation,f
Nav Bharat Jagriti Kendra,f
Near East Foundation (NEF),t
Neighbor Ape,t
Nenkashe Education Centre,f
"Nepal Village Foundation, UK",t
NETwork Against Malaria,t
"Network of Organizations Working for People with Disabilities, Pakistan",f
New Beginnings Cat Rescue,f
Newberg Animal Shelter Friends,f
New Hope Centre,f
New Life,f
"NEW OPPORTUNITIES FOR WOUNDED, WIDOWED AND ORPHANS OF WAR, INC.",t
NIDAN,f
Ninos de Guatemala,f
Nkong Hill Top Common Interest Group,f
Nobelity Project,t
Nochlezhka,f
North Carolina State University (NCSU) Student Aid Association,f
Not Guilty for Family Development,f
Nursing for All,t
Nyumbani,f
OBAT Helpers Inc,t
"Oceana, Inc.",t
OISCA International,t
Okeanis,f
OMAPA (Organizacion Multidisciplinaria de Apoyo a Profesores y Alumnos),f
One Global Economy,t
One Heart World-Wide,t
OneMama Organization,t
One Village Planet-Women's Development Initiative,t
On the Road,t
Open Closet,f
Open Doors Education Scholarship Foundation,t
Operation ASHA,f
Opportunity International,t
Orbis Ireland,t
Orca Network,t
Oregon Children's Theatre,f
"Oregon Food Bank, Inc.",f
Oregon Humane Society,f
Oregon Zoo Foundation,f
Organic Perspectives,f
Organization for Youth Empowerment,t
Orphanage Life Saver,t
Our House of Portland,f
Overseas China Education Foundation,t
Ovie Brume Foundation,f
Paajaf Foundation,f
Pacific Rim Institute for Environmental Stewardship,f
PAIN RELIEF AND PALLIATIVE CARE SOCIETY,f
Pakistan Myasthenic Welfare Organisation(PMWO),f
Palomacy Pigeon & Dove Adoptions,f
Pan African Sanctuary Alliance,t
Pan American Health Organization (PAHO),t
Parikrma Humanity Foundation,f
Parkour Visions,f
Parrot Education and Adoption Center,f
Partnere per Femijet,f
Partners for Haitian Children,t
Partnership for Every Child,f
Partnership for Sustainable Development,f
Partners in Food Solutions,t
Partners in Health,t
Partners of the Americas,t
PaSch at NachbarschaftsEtage at Fabrik Osloer Strasse e.V.,f
Passion Foundation,f
Pastoralist Girls Initiative,f
Patan Community Based Rehabilitation Organization,f
PathLight International,t
PCI-Media Impact,t
Peace Dialogue NGO,f
PeacePlayers International,t
PeaceTrees Vietnam,t
Peace Winds America,t
Pediatric AIDS Treatment Support,t
Pennsylvania Diversity Children's Organization,f
People First Educational Charitable Trust,f
"People for Guatemala, Inc.",t
"Perkin Educational Opportunities Foundation, Inc.",t
PERSONAL PONIES LTD,t
Peruvian Hearts,t
Petfinder Foundation,t
"PET MO-Columbia, Inc.",t
Phakamani Foundation,f
Philippine Business for Social Progress,f
Phoebe education fund for vulnerable children in U,f
Phoenix Fund,f
Physicians for Social Justice (PSJ),f
Piedmont Wildlife Center,f
Pintando Caminos Asociacion Para Recrear el Futuro,f
PLANET WATER FOUNDATION,t
Plan International Canada Inc.,t
Platform for Labour Action (PLA),f
Playing At Learning,f
Playing For Change Foundation,t
Playworks,f
Po Leung Kuk,f
POLYCOM DEVELOPMENT PROJECT,f
Pomoc deci,f
Population Council,f
Population Services International (PSI),t
Portland After-School Tennis & Education,f
Positive Women Network of Rajasthan Society,f
Potential Energy,t
Poverty Eradication Network,f
Power of Love Foundation,t
Prajayatna,f
PRAJWALA,f
Prevent Human Trafficking,t
Primary Education Project,f
Priyadarshini Seva Mandali,f
Progeny,t
Progressive Health Partnership,t
Progressive Volunteers,f
Project Bona Fide,t
ProjectEDUCATE,f
Project Education South Sudan,t
Project Esperanza,t
"Project Pooch, Inc.",f
Pro-Microfinance International,t
"Proyecto La Nueva Esperanza, Inc",f
proyectoPERUANOS,f
Psycho Educational Society,f
Public Health Institute,t
"Pueblo a Pueblo, Inc.",t
Puerta Abierta IAP,f
Puntacana Ecological Foundation,f
Purple Feet Foundation,f
PYXERA,t
Qatar National Human Rights Committee (QNHRC),f
QMed Knowledge Foundation,f
Quechua Benefit Peru,f
Queen Elizabeth Central Hospital,f
Queenscare Bresee,f
QueensCare Eagle Rock,f
QueensCare East 3rd Street,f
Queenscare Echo Park,f
QueensCare Family Clinics,f
QueensCare Health and Faith Partner,f
QueensCare Hollywood,f
Quiha Zonal Hospital,f
Quisqueya Christian School,f
Qusong County Bureau of Agriculture and Animal Husbandry,f
Radarami,f
Rafiki Ya Maisha,t
Rainforest Rescue,t
Rain for the Sahel and Sahara,t
Rainwater for Humanity,t
Raising A Reader,f
rajasthan samgrah kalyan sansthan,f
Rakai Community Based AIDS Organization,f
Raphael House of Portland,f
RAPID (Rehabilitative Assistance for People in Distress),f
Rare,t
Ratiu Center For Democracy,f
REACH,f
Reach Global,t
Reach Now International,t
REACH (Resource Group for Education and Advocacy for Community Health),f
Reading Village,t
Rebecca Davis Dance Company (RDDC),t
REBUILD Globally,t
Rebuilding Alliance,t
RedR,t
Reef Check Dominican Republic,f
RefugeeOne,f
REP for Wildlife,f
"Reporters Instructed in Saving Colleagues, Inc. (RISC)",t
Reporters Without Borders-USA,t
RESCUE FOUNDATION,f
"Rescuing Leftover Cuisine, Inc.",f
ResilientKids Organization,f
Restoration Project International,f
Results for Development,t
Retrak America,t
RISE International,t
Rising Sun Education & Welfare Society,f
Riverkids Foundation,f
Road To Freedom Scholarships,t
Road To Recovery,f
"Rockfish Wildlife Sanctuary, Inc.",f
Rock-Paper-Scissors Children's Fund,t
R.O.L.E. Foundation,f
Room to Read,t
Root Cause,f
ROSI foundation(Rural organising for social improvement),f
Rostropovich-Vishnevskaya Foundation (RVF),t
Rotary Club of Pune Central Charity Trust,f
Round Table India Trust,t
Rozaria Memorial Trust,f
RTI International,t
RTT Group,t
Ruchika Social Service Organisation,f
Rural Area Development Trust,f
Rural Health Care Foundation,f
SAATH CHARITABLE TRUST,f
Sabuj Sangha,f
Sacred Valley Health,t
Sadhana Forest Kenya,f
Safe Hands for Girls,t
Safe Horizon,t
SAFE SPACES ORGANIZATION AFRICA,f
Sahaara Charitable Society,f
SAHARA For Life Trust,f
Sahar Education,t
Sahyadri Nisarga Mitra,f
Salariin Kampuchea,f
Salesian Missions,t
Sally Test Paediatric Centre,f
Salvation Centre Cambodia,f
SALVEASERRA. Grupo Prot. Amb. Serra da Concordia,f
Samadhan,f
Samaritan's Purse,t
Sambhali Trust,f
"Sanctuaries of the Earth Mother, Inc.",f
Sanejo,f
San Francisco Bicycle Coalition Education Fund,f
"Sankara Eye Foundation, USA",t
Sankhuwasabha Education Scholarship Foundation (SESF),f
San Miguel Academy of Newburgh,f
"SANTI (Social Association for Nourishment, Training & Improvement )",f
Sarah's Circle,f
Save Life,f
School to School International,t
Sea Mar Community Health Centers,f
Search for Common Ground,t
Secondary Education for Girls' Advancement (SEGA),t
Second Harvest Food Bank of Santa Clara & San Mateo Counties,f
Secours Catholique - Caritas France,t
Seed Programs International,t
Seeds for a Future,f
SEGUE Liberia,f
Self-Help International,t
Send A Cow,t
Senhoa Foundation,t
Senwah Foundation,t
Serendipity Healthcare Foundation,f
Serve Train Educate People's Society-STEPS,f
SETU,f
Seva Mandir,f
Shadhika Project Inc,t
"Shakti Social,Cultural and Sporting Organisation",f
"Share HEART in Africa, Inc.",t
Shauri Yako Community Youth Support Centre (SYSC),f
Shenandoah Valley Scholars' Latino Initiative,f
SHINE Humanity,t
Shining Hope for Communities,t
Shivia,t
SHOSHIT SEVA SANGH,f
"Sibol ng Agham at Teknolohiya (SIBAT), Inc.",f
Silicon Valley Bicycle Coalition,f
Silicon Valley FACES,f
Simon Communities of Ireland,f
Sinamandla,f
Singapore Committee for UN Women,f
"Sisterhood Agenda, Inc.",t
sitawi,f
Sivasri Charitable Trust,f
Siyaphambili Orphan Village,f
"Smile Liberia International, Inc.",t
Smile Train,t
SNEHADEEP TRUST FOR THE DISABLED,f
Snehalaya 'Home of Love',t
SNS Foundation,f
SoCal Parrot,f
Soccer Without Borders,t
Social Development Organization Nepal,f
Social Promise,t
Society for Empowering Human Resource (SEHER),f
Society for Environment and Development,f
Society for Orphaned Armenian Relief (SOAR),t
Society for Peoples Health Education And Economic Development (SPHEED),f
Society for Poor People Development (SPPD),f
Society for Scientific Advancement,t
SODIS Foundation,f
Soi Dog Foundation USA,f
Solar Electric Light Fund (SELF),t
Solar Roots,t
Solidarity for LGBT Human Rights of Korea,f
Solon Foundation UK,t
Sonic Peacemakers Project,t
SORAK Development Agency(SDA),f
SOS Children's Villages Morocco (SOS Villages d'Enfants Maroc),t
SOS-Kinderdorf,t
Sound Equine Options,f
Sound of Hope Radio Network,t
Southern African Development Community (SADC),t
"Spark Program, Inc.",f
Special Olympics Oregon,f
Speranta Terrei,f
Sphoorti Foundation,f
spirit acres farm equine rescue and sanctuary,f
Sport 4 Socialisation Trust Zimbabwe,f
sports for change,f
Spreeha Foundation,t
Springs of Hope Foundation,t
Sri Arunodayam Charitable Trust,f
Starfish Greathearts Foundation,f
Step Ahead Inc.,t
Step Up,f
Steve Nash Foundation,t
St. George's Society of New York,f
Stg Green Heritage Fund Suriname,f
STG International,t
St Gregory's Foundation,t
Stichting Kinderpostzegels Nederland (SKN),t
St. John Community Foundation,f
St. Juan Diego Conference,f
St. Jude Children's Research Hospital,f
Stop the Silence: Stop Child Sexual Abuse,t
St.Petersburg-based non-governmental organization 'Doctors to Children',f
STRAY RESCUE OF ST. LOUIS,f
Street Action,t
Students for Service,f
Students of Success Foundation,f
St. Vincent de Paul Community Development Organization,f
St. Vincent de Paul Portland Council,f
SUKRUPA,f
Sumando Manos Foundation,t
Sumatra Rainforest Institute,f
Sun Shade Foundation,f
Sunshine Cambodia,f
Sunshine Social Welfare Foundation,f
SUPERATEC A.C.,f
SURFRIDER FOUNDATION EUROPE,t
"Surgeons of Hope Foundation, Inc.",t
Surmang Foundation,t
Sustainable Development For All-kenya,f
"Sustainable Healthcare for Haiti, Inc",t
SustainUS Inc.,t
Swasti,f
sweet treat 311,f
Sydney Wildlife,f
"Tahanan Sta. Luisa, Inc.",f
Tahirih Justice Center,f
TAHUDE Foundation,f
Taiwan Digital Talking Books Association (TDTB),f
Taiwan Fund for Children and Families,t
Take 2: An Innovative Program for Social Learning,f
Taking IT Global,t
Tana River Life Foundation,f
Tanzania Development Trust,t
TANZANIAN ORGANIZATION FACILITATING COMMUNITY DEVELOPMENT PROJECTS(TAFCOM),f
TanzSolar Ltd.,f
Tareto Maa Organization,f
Tatua Kenya,f
TB Alert India,f
TB Photovoice,t
Teach for Romania,f
Teamchildren,f
Technology Partnership,t
Technology Services Corps,t
Tekeshe Foundation,t
Termik,f
Thabyay Education Network,t
The Advocacy Project,t
"The African SOUP, Inc.",t
The Andando Foundation,t
The Andrey Rylkov Foundation,f
The Anidaso Nsae Foundation,f
The Association of People with Disability,f
"The Baby Buggy, Inc.",f
The Bharath Abhyudaya Seva Samithi,f
The Bhutan Centre for Media and Democracy (BCMD),f
the Biblical Zoo in Jerusalem,f
The Branch Foundation,f
The Butterfly Tree,t
The Cedar Foundation,f
The Charcoal Project,t
The Community Action Alliance,f
The Consortium Congo Development (CCD),f
The Coral Reef Alliance,t
The Dougy Center,f
The dZi Foundation,t
The Earth Trust,f
The East West Foundation of India,f
The Elizabeth Glaser Pediatric AIDS Foundation,t
"The Emancipation Network, Inc.",t
The Family Giving Tree,f
"The Frances and Henry Riecken Foundation, Inc.",t
The Freedom Theatre,f
The Global Citizens' Initiative,t
The Global Fund for Children,t
The GOD'S CHILD Project,t
The Greater Boston Food Bank,f
The Haiti Health Trust,t
The HALO Foundation,t
The HALO Trust,t
The Happy Africa Foundation,t
The Haven,f
The Helen Project International Inc.,t
The Ibhabhathane Community Centre,f
The International Legal Foundation,t
The John Mashaka Foundation,t
The Kasiisi Project (Girls Support Program),t
The Learning Farm,f
The Leukemia & Lymphoma Society (LLS),f
The Mariposa DR Foundation,t
The Marshall Legacy Institute (MLI),t
The Media Project,t
"The Mossy Foot Project, Inc.",t
The Nawaya Network,f
The Nyanya Project,t
The Odwar Fund,f
The Opentree Foundation,t
The Perros Project,t
The Pongo Fund,f
The Princes Trust,f
The Ragamuffin Project,f
The Red Thread Promise,t
The River Fund,t
The Rotary Foundation of Rotary International,t
The Safi Life Foundation,t
The Santi School Project,t
The School Fund,t
These Numbers Have Faces,t
The Sheltering Arms,f
The Synthesis Collaborative,t
The Taylor Anderson Memorial Fund,f
The Teacher Foundation (Shraddha Trust),f
The Tech Museum of Innovation,f
The Theodora Children's Charity,f
The Tibet Humanitarian Project,t
The Tisch Family Zoological Gardens,f
The Trust for the Americas,t
The Turning Point Trust,t
The Welbodi Partnership,t
Thunder Softball,f
TIBA AFRICA FOUNDATION,f
Tigoung Nonma,f
"Ti Kay, Inc.",t
Time of Peace Foundation,f
Timeout for Africa Education and Sports Foundation,f
Tiny Purple Fishes,t
Tomorrow's Youth Organization,t
Topsy Foundation,f
Totally Youth,f
Touching Humanity in Need of Kindness (THINK),f
Touch the Nations,t
Trace Foundation,t
Traditional Arts and Ethnology Centre (TAEC) via the Luang Prabang Fund for Culture and Conservation,t
Trailblazer Foundation,f
Transitions Global,t
Tree Musketeers,f
Trees for the Future,t
Trees Water & People,t
Tributaries International,t
Tropical Health and Education Trust (THET),t
"True Colors, Inc. Sexual Minority Youth and Family Services of CT",f
Tulane University,t
Tutudesk Campaign,t
Twifu Rural Youth And Women Concern,f
Udayan Care,f
UDHAVUM ULLANGAL PUBLIC CHARITABLE TRUST,f
UDiON Foundation,f
U&I,f
Ukrainian National Charitable Fund Zaporuka,f
UM Healthcare Trust,f
UNICEF,t
United for Colombia,t
United Nations Foundation,t
United Nations High Commissioner for Refugees (UNHCR),t
United Planning Organization,f
United Through Sport SA,t
United Way of Bengaluru,f
Universidad de San Buenaventura Cali,f
Universidad Nacional Autonoma de Nicaragua Instituto Politecnico de la Salud,f
Universite Caraibe,f
Universiteit van Amsterdam (AISSR),t
University Florida College of Pharmacy,f
University of Balamand,f
University of British Columbia,t
University of California- San Diego Radiation Oncology,t
University of Chicago,t
University of Colorado at Boulder,t
University of Georgia's College of Agricultural and Environmental Sciences,t
University of Kansas Medical Center,t
University of Manitoba,t
University of Maryland/Institute of Human Virology (IHV),t
University of Miami,f
University of Miami Pediatric Mobile Clinic,f
University of N'Djamena,f
University of Nebraska,t
University of North Carolina at Chapel Hill School of Nursing,t
University of North Carolina Chapel Hill,t
University of Oregon,f
University of Oregon University Health Center,f
University of Texas at San Antonio,t
University of the West Indies,f
University of Virginia,f
University of Washington,t
University of Zambia,f
Uplift a Child International Inc,t
Upper Valley Community Health Services,f
Upsala-Zirk,f
URAMEL,f
Urban Refugee Protection Network,f
Urmul Trust,f
